"Localidade","IBGE","nota_2015","meta_2015"
"Mata",4312104,6.5,5.1
"Mato Castelhano",4312138,5.3,5.2
"Mato Leitão",4312153,7,6.5
"Mato Queimado",4312179,0,5.7
"Maximiliano de Almeida",4312203,6.4,5.5
"Minas do Leão",4312252,5.1,4.9
"Miraguaí",4312302,5.3,5.9
"Montauri",4312351,0,6.7
"Monte Alegre dos Campos",4312377,4.8,4.2
"Monte Belo do Sul",4312385,0,7
"Montenegro",4312401,5.6,5.4
"Mormaço",4312427,0,6.7
"Morrinhos do Sul",4312443,0,7.2
"Morro Redondo",4312450,5.6,5.4
"Morro Reuter",4312476,7.3,6.4
"Mostardas",4312500,5.4,5.3
"Muçum",4312609,6.8,5.8
"Muitos Capões",4312617,4.6,5.2
"Não-Me-Toque",4312658,5.8,5.8
"Nicolau Vergueiro",4312674,6.1,5.7
"Nonoai",4312708,6.2,5.2
"Nova Alvorada",4312757,6.1,6.6
"Nova Araçá",4312807,0,6.1
"Nova Bassano",4312906,6.3,6.2
"Nova Boa Vista",4312955,6.5,6.7
"Nova Bréscia",4313003,7,6.4
"Nova Candelária",4313011,0,5.7
"Nova Esperança do Sul",4313037,6.3,5.5
"Nova Hartz",4313060,5.9,5.6
"Nova Pádua",4313086,6.5,6.5
"Nova Palma",4313102,5.4,5
"Nova Petrópolis",4313201,6.6,6.1
"Nova Prata",4313300,6.2,6
"Nova Ramada",4313334,0,6.6
"Nova Roma do Sul",4313359,0,6.6
"Nova Santa Rita",4313375,5.2,5.5
"Novo Hamburgo",4313409,5.6,5.8
"Novo Machado",4313425,7.5,5.9
"Novo Tiradentes",4313441,0,6
"Novo Xingu",4313466,5.3,NA
"Novo Barreiro",4313490,6,5.6
"Osório",4313508,5.7,5.7
"Paim Filho",4313607,5.4,5
"Palmares do Sul",4313656,5.3,5.9
"Palmeira das Missões",4313706,5.4,5.4
"Palmitinho",4313805,6.1,5.9
"Panambi",4313904,6.3,5.7
"Pantano Grande",4313953,5.5,5.2
"Paraí",4314001,6.3,7
"Paraíso do Sul",4314027,0,5.3
"Pareci Novo",4314035,6.4,6.2
"Parobé",4314050,5.9,5.8
"Passa Sete",4314068,6.2,5.7
"Passo do Sobrado",4314076,0,5.5
"Passo Fundo",4314100,5.3,5.3
"Paulo Bento",4314134,0,5.9
"Paverama",4314159,6,5.1
"Pedras Altas",4314175,0,4.9
"Pedro Osório",4314209,4.9,4.1
"Pejuçara",4314308,5.6,5.4
"Pelotas",4314407,4.8,5.2
"Picada Café",4314423,7.7,6.2
"Pinhal",4314456,5.9,6.1
"Pinhal da Serra",4314464,7,5.3
"Pinhal Grande",4314472,6.2,6.2
"Pinheirinho do Vale",4314498,6.7,5.7
"Pinheiro Machado",4314506,5.2,4.8
"Pirapó",4314555,0,5.4
"Piratini",4314605,5.8,5.4
"Planalto",4314704,5.9,4.8
"Pontão",4314779,5.8,5.5
"Portão",4314803,5.4,5.6
"Porto Alegre",4314902,4.8,5.2
"Porto Lucena",4315008,6.2,6
"Porto Mauá",4315057,5.6,5.8
"Porto Vera Cruz",4315073,0,5.7
"Porto Xavier",4315107,6.1,5.8
"Pouso Novo",4315131,0,4.6
"Progresso",4315156,0,5.3
"Protásio Alves",4315172,6.6,5.5
"Putinga",4315206,0,5.2
"Quaraí",4315305,5.8,5.4
"Quatro Irmãos",4315313,0,4.5
"Quinze de Novembro",4315354,6.1,5.9
"Redentora",4315404,4.9,4.8
"Restinga Seca",4315503,5.3,5.3
"Rio Grande",4315602,5,4.7
"Rio Pardo",4315701,5.2,4.9
"Riozinho",4315750,0,6
"Roca Sales",4315800,6.1,5.7
"Rodeio Bonito",4315909,6.4,6.5
"Rolante",4316006,5.8,5.5
"Ronda Alta",4316105,6.5,6.2
"Rondinha",4316204,6.5,5.7
"Roque Gonzales",4316303,5.9,6.2
"Rosário do Sul",4316402,5,5.1
"Sagrada Família",4316428,0,5.4
"Saldanha Marinho",4316436,0,6.5
"Salto do Jacuí",4316451,5.3,5.5
"Salvador das Missões",4316477,0,6.5
"Salvador do Sul",4316501,6.9,5.9
"Sananduva",4316600,6.4,5.8
"Santa Bárbara do Sul",4316709,5.8,5.7
"Santa Cecília do Sul",4316733,0,5.7
"Santa Clara do Sul",4316758,6.2,6.2
"Santa Cruz do Sul",4316808,6,5.8
"Santa Maria",4316907,5.5,5.6
"Santa Maria do Herval",4316956,7.2,6.5
"Santa Margarida do Sul",4316972,5,6.4
"Santana da Boa Vista",4317004,5.1,5.1
"Santana do Livramento",4317103,5,5.1
"Santa Rosa",4317202,6.1,5.9
"Santa Vitória do Palmar",4317301,5,5.2
"Santiago",4317400,5.9,5.7
"Santo Ângelo",4317509,5.7,5.6
"Santo Antônio do Palma",4317558,0,6.7
"Santo Antônio da Patrulha",4317608,5.9,5.7
"Santo Antônio das Missões",4317707,5.5,5.6
"Santo Antônio do Planalto",4317756,6.4,6
"Santo Augusto",4317806,5.9,5.7
"Santo Cristo",4317905,6.8,6.5
"Santo Expedito do Sul",4317954,0,5.1
"São Borja",4318002,5.4,5.5
"São Domingos do Sul",4318051,6.5,6.2
"São Francisco de Assis",4318101,5.5,5.4
"São Francisco de Paula",4318200,4.8,5.2
"São Gabriel",4318309,4.9,4.7
"São Jerônimo",4318408,5.1,5.5
"São João da Urtiga",4318424,6,5.3
"São João do Polêsine",4318432,0,6
"São Jorge",4318440,7.2,7
"São José das Missões",4318457,5.8,4.9
"São José do Herval",4318465,0,5.8
"São José do Hortêncio",4318481,6.5,5.8
"São José do Norte",4318507,4.5,4.7
"São José do Ouro",4318606,5.9,5.8
"São José do Sul",4318614,0,5.4
"São José dos Ausentes",4318622,5.5,5.5
"São Leopoldo",4318705,5.3,5.5
"São Lourenço do Sul",4318804,5.6,5.4
"São Luiz Gonzaga",4318903,6,5.7
"São Marcos",4319000,6.5,6
"São Martinho",4319109,6.3,5.5
"São Martinho da Serra",4319125,5.3,5.4
"São Miguel das Missões",4319158,5.5,5.2
"São Nicolau",4319208,5.7,5.5
"São Paulo das Missões",4319307,6.4,6
"São Pedro da Serra",4319356,6.1,6.1
"São Pedro das Missões",4319364,0,6.1
"São Pedro do Butiá",4319372,0,6.2
"São Pedro do Sul",4319406,6.2,5.4
"São Sebastião do Caí",4319505,5.5,5.5
"São Sepé",4319604,5.2,4.9
"São Valentim",4319703,0,5.3
"São Valentim do Sul",4319711,7.3,5.6
"São Valério do Sul",4319737,0,5
"São Vendelino",4319752,0,6.5
"São Vicente do Sul",4319802,5.5,5.1
"Sapiranga",4319901,6.2,6
"Sapucaia do Sul",4320008,5.4,5.2
"Sarandi",4320107,5.5,5.7
"Seberi",4320206,6.1,6.2
"Sede Nova",4320230,5.6,5.6
"Segredo",4320263,0,5.5
"Selbach",4320305,5.9,5.7
"Senador Salgado Filho",4320321,0,6.7
"Sentinela do Sul",4320354,5,5
"Serafina Corrêa",4320404,6.6,6.4
"Sertão",4320503,5.2,5.7
"Sertão Santana",4320552,6.3,5.8
"Severiano de Almeida",4320602,7.2,6.3
"Silveira Martins",4320651,7.1,5.8
"Sinimbu",4320677,5.5,5.7
"Sobradinho",4320701,6.2,5.6
"Soledade",4320800,5.6,5.3
"Tabaí",4320859,5.7,5.6
"Tapejara",4320909,6.2,6.4
"Tapera",4321006,6.5,6
"Tapes",4321105,5.1,5.2
"Taquara",4321204,5.5,5.5
"Taquari",4321303,5.5,5.3
"Taquaruçu do Sul",4321329,5.8,5.7
"Tavares",4321352,5.7,5.4
"Tenente Portela",4321402,5.3,5.5
"Terra de Areia",4321436,5.1,5.4
"Teutônia",4321451,6.4,6.3
"Tio Hugo",4321469,6.3,5.6
"Tiradentes do Sul",4321477,5.6,5.3
"Torres",4321501,6,5.9
"Tramandaí",4321600,5.2,5.5
"Travesseiro",4321626,7.2,6.3
"Três Cachoeiras",4321667,6.7,6.4
"Três Coroas",4321709,6.2,5.7
"Três de Maio",4321808,5.9,5.9
"Três Forquilhas",4321832,0,6.2
"Três Palmeiras",4321857,6.6,5.8
"Três Passos",4321907,6.1,5.9
"Trindade do Sul",4321956,6.1,5.6
"Triunfo",4322004,4.9,5.2
"Tucunduva",4322103,7.3,6.6
"Tunas",4322152,0,5.8
"Tupanci do Sul",4322186,5.9,7.3
"Tupanciretã",4322202,5.5,5.3
"Tupandi",4322251,6.8,6
"Tuparendi",4322301,6.6,6
"Turuçu",4322327,5.1,5.3
"Ubiretama",4322343,0,5.9
"Unistalda",4322376,0,5.4
"Uruguaiana",4322400,5.3,5.4
"Vacaria",4322509,5.4,5.7
"Vale Verde",4322525,5.8,5.6
"Vale do Sol",4322533,5.9,5.9
"Vale Real",4322541,6.7,5.5
"Vanini",4322558,0,6.5
"Venâncio Aires",4322608,5.8,5.7
"Vera Cruz",4322707,6.4,6.2
"Veranópolis",4322806,6.3,5.8
"Vespasiano Correa",4322855,7.2,6.7
"Viadutos",4322905,7.3,5.2
"Viamão",4323002,5.1,5.3
"Vicente Dutra",4323101,4.8,4.9
"Victor Graeff",4323200,0,6.2
"Vila Flores",4323309,6,5.9
"Vila Maria",4323408,6.1,6.1
"Vila Nova do Sul",4323457,5.1,5.5
"Vista Alegre",4323507,0,5.6
"Vista Alegre do Prata",4323606,0,6.7
"Vista Gaúcha",4323705,0,6.5
"Vitória das Missões",4323754,0,4.9
"Westfália",4323770,7.2,6.8
"Xangri-lá",4323804,5.4,5.3
"Água Clara",5000203,6.4,4.7
"Alcinópolis",5000252,5.3,4.2
"Amambai",5000609,5.7,4.6
"Anastácio",5000708,4.6,4.1
"Anaurilândia",5000807,4.6,4.4
"Angélica",5000856,5.6,4.6
"Antônio João",5000906,5.8,4.2
"Aparecida do Taboado",5001003,5.7,5.2
"Aquidauana",5001102,4.6,4.2
"Aral Moreira",5001243,4.7,4
"Bandeirantes",5001508,4.9,5.1
"Bataguassu",5001904,5.2,4.9
"Batayporã",5002001,5.6,4.3
"Bela Vista",5002100,5,4.1
"Bodoquena",5002159,5.1,4.6
"Bonito",5002209,4.6,4.1
"Brasilândia",5002308,0,4.8
"Caarapó",5002407,5.5,4.8
"Camapuã",5002605,4.9,4.7
"Campo Grande",5002704,5.4,5.4
"Caracol",5002803,5.3,4.7
"Cassilândia",5002902,4.9,4.8
"Chapadão do Sul",5002951,5.4,5
"Corguinho",5003108,4.9,4.2
"Coronel Sapucaia",5003157,4.7,4.8
"Corumbá",5003207,4.7,4.4
"Costa Rica",5003256,6.2,4.9
"Coxim",5003306,4.9,4.3
"Deodápolis",5003454,5.4,4.4
"Dois Irmãos do Buriti",5003488,5,4.3
"Douradina",5003504,4.8,3.9
"Dourados",5003702,5.6,5.1
"Eldorado",5003751,5.1,4
"Fátima do Sul",5003801,5.2,4.9
"Figueirão",5003900,6.2,5.2
"Glória de Dourados",5004007,5.9,4.7
"Guia Lopes da Laguna",5004106,5.3,4.7
"Iguatemi",5004304,5.1,4.6
"Inocência",5004403,5.3,4.6
"Itaporã",5004502,5.5,5.1
"Itaquiraí",5004601,5.1,4.2
"Ivinhema",5004700,5.3,4.8
"Japorã",5004809,4.8,4.3
"Jaraguari",5004908,4.3,4.6
"Jardim",5005004,5.2,4.9
"Jateí",5005103,0,4.8
"Juti",5005152,4.3,4
"Ladário",5005202,4.4,4.1
"Laguna Carapã",5005251,5.1,4.7
"Maracaju",5005400,5.2,5
"Miranda",5005608,4.4,4.2
"Mundo Novo",5005681,5,4.3
"Naviraí",5005707,6.3,5
"Nioaque",5005806,5,4.4
"Nova Alvorada do Sul",5006002,4.9,4.6
"Nova Andradina",5006200,6.2,4.7
"Novo Horizonte do Sul",5006259,4.8,4
"Paraíso das Águas",5006275,5.4,5.2
"Paranaíba",5006309,5.3,4.8
"Paranhos",5006358,5,4.6
"Pedro Gomes",5006408,4.7,4.8
"Ponta Porã",5006606,5.7,4.7
"Porto Murtinho",5006903,4.6,4.5
"Ribas do Rio Pardo",5007109,5,4.4
"Rio Brilhante",5007208,5.3,4.7
"Rio Negro",5007307,4.3,5.1
"Rio Verde de Mato Grosso",5007406,5.2,4.7
"Rochedo",5007505,5.6,4.4
"Santa Rita do Pardo",5007554,5.1,4.3
"São Gabriel do Oeste",5007695,5.5,5.3
"Sete Quedas",5007703,4.7,4.2
"Selvíria",5007802,4.9,4.5
"Sidrolândia",5007901,5,5
"Sonora",5007935,5.2,5.2
"Tacuru",5007950,4.2,4.6
"Taquarussu",5007976,5.3,4.9
"Terenos",5008008,5.7,4.6
"Três Lagoas",5008305,5.3,5.1
"Vicentina",5008404,5.4,5.4
"Acorizal",5100102,5.1,5.4
"Água Boa",5100201,6.1,5.6
"Alta Floresta",5100250,5.9,5.3
"Alto Araguaia",5100300,6.2,4.4
"Alto Boa Vista",5100359,5,4.2
"Alto Garças",5100409,5.6,5.1
"Alto Paraguai",5100508,4.8,5.5
"Alto Taquari",5100607,5.8,5.1
"Apiacás",5100805,5.7,5.5
"Araguaiana",5101001,5.1,5.8
"Araguainha",5101209,0,4.2
"Araputanga",5101258,5.6,5.4
"Arenápolis",5101308,5.7,5.3
"Aripuanã",5101407,5.5,5.3
"Barão de Melgaço",5101605,4.7,4.7
"Barra do Bugres",5101704,5.3,4.8
"Barra do Garças",5101803,5.7,5.1
"Bom Jesus do Araguaia",5101852,4.5,3.8
"Brasnorte",5101902,5.3,4.8
"Cáceres",5102504,5,5.1
"Campinápolis",5102603,4.6,3.8
"Campo Novo do Parecis",5102637,5.6,4.9
"Campo Verde",5102678,6,5.6
"Campos de Júlio",5102686,5.9,5.2
"Canabrava do Norte",5102694,5.2,4.5
"Canarana",5102702,5.6,4.7
"Carlinda",5102793,5.6,5
"Castanheira",5102850,5.4,5.4
"Chapada dos Guimarães",5103007,5,4.6
"Cláudia",5103056,5.4,5.2
"Cocalinho",5103106,5,5
"Colíder",5103205,5.8,5
"Colniza",5103254,5.2,4.5
"Comodoro",5103304,5.3,5.3
"Confresa",5103353,5.2,4.9
"Conquista d'Oeste",5103361,5.4,4
"Cotriguaçu",5103379,5.7,5
"Cuiabá",5103403,5.4,5
"Curvelândia",5103437,5.5,5.8
"Denise",5103452,5.4,4.5
"Diamantino",5103502,5.7,5.5
"Dom Aquino",5103601,6.6,5.1
"Feliz Natal",5103700,5.6,5
"Figueirópolis d'Oeste",5103809,5.8,4.7
"Gaúcha do Norte",5103858,5.6,4.9
"General Carneiro",5103908,0,5.4
"Glória d'Oeste",5103957,6.1,4.9
"Guarantã do Norte",5104104,6.3,4.6
"Guiratinga",5104203,5.7,5.4
"Indiavaí",5104500,4.5,3.1
"Ipiranga do Norte",5104526,6.2,4.5
"Itanhangá",5104542,6.1,4.7
"Itaúba",5104559,5.4,4.3
"Itiquira",5104609,5.4,4.9
"Jaciara",5104807,6,5.2
"Jangada",5104906,4.5,4.5
"Jauru",5105002,6.1,4.9
"Juara",5105101,5.9,5.1
"Juína",5105150,5.5,5.3
"Juruena",5105176,5.8,5.2
"Juscimeira",5105200,6,4.9
"Lambari d'Oeste",5105234,4.7,4.1
"Lucas do Rio Verde",5105259,6.4,5.8
"Luciára",5105309,4.7,4.2
"Vila Bela da Santíssima Trindade",5105507,5,4.1
"Marcelândia",5105580,5.4,5.2
"Matupá",5105606,6.5,5.6
"Mirassol d'Oeste",5105622,5.6,4.9
"Nobres",5105903,5.2,4.8
"Nortelândia",5106000,5.6,4.8
"Nossa Senhora do Livramento",5106109,5.1,5.6
"Nova Bandeirantes",5106158,5.6,5.1
"Nova Nazaré",5106174,2.9,4.1
"Nova Lacerda",5106182,5.6,4.6
"Nova Santa Helena",5106190,5.5,5.1
"Nova Brasilândia",5106208,5.3,4.7
"Nova Canaã do Norte",5106216,5.6,5.4
"Nova Mutum",5106224,5.8,5.5
"Nova Olímpia",5106232,5.6,5
"Nova Ubiratã",5106240,5.5,4.7
"Nova Xavantina",5106257,5.6,4.8
"Novo Mundo",5106265,5.8,4.9
"Novo Horizonte do Norte",5106273,6.1,5
"Novo São Joaquim",5106281,5.6,4.6
"Paranaíta",5106299,5.3,4.7
"Paranatinga",5106307,5.8,4.5
"Novo Santo Antônio",5106315,4.6,3.3
"Pedra Preta",5106372,5.7,4.9
"Peixoto de Azevedo",5106422,5.3,4.9
"Planalto da Serra",5106455,5.4,4.4
"Poconé",5106505,4.4,4.3
"Pontal do Araguaia",5106653,4.7,4.5
"Ponte Branca",5106703,5.8,5.7
"Pontes e Lacerda",5106752,5.8,5
"Porto Alegre do Norte",5106778,5.4,5.3
"Porto dos Gaúchos",5106802,5.6,5.1
"Porto Esperidião",5106828,5.5,5
"Porto Estrela",5106851,5.1,4.3
"Poxoréo",5107008,5.5,4.8
"Primavera do Leste",5107040,5.7,5
"Querência",5107065,5.6,5.5
"São José dos Quatro Marcos",5107107,5.8,5.5
"Reserva do Cabaçal",5107156,5.4,4.7
"Ribeirão Cascalheira",5107180,5.4,4.8
"Ribeirãozinho",5107198,7.1,5.3
"Rio Branco",5107206,5.6,5.8
"Santa Carmem",5107248,6.1,4.9
"Santo Afonso",5107263,5.8,4.5
"São José do Povo",5107297,0,4.3
"São José do Rio Claro",5107305,6.2,5.2
"São José do Xingu",5107354,4.7,4.5
"São Pedro da Cipa",5107404,6.1,4.5
"Rondolândia",5107578,5.2,3.5
"Rondonópolis",5107602,5.8,5.6
"Rosário Oeste",5107701,4.6,3.7
"Santa Cruz do Xingu",5107743,4.8,4.2
"Salto do Céu",5107750,5.8,4.8
"Santa Rita do Trivelato",5107768,7.2,3.5
"Santa Terezinha",5107776,4.4,4.2
"Santo Antônio do Leste",5107792,5.3,5.9
"Santo Antônio do Leverger",5107800,4.8,4.6
"São Félix do Araguaia",5107859,4.8,4.2
"Sapezal",5107875,5.5,4.4
"Serra Nova Dourada",5107883,0,3.9
"Sinop",5107909,5.5,5.4
"Sorriso",5107925,5.8,5
"Tabaporã",5107941,5.6,5.3
"Tangará da Serra",5107958,5.9,5
"Tapurah",5108006,5.6,5.4
"Terra Nova do Norte",5108055,5.6,4.6
"Tesouro",5108105,0,4.8
"Torixoréu",5108204,5.5,4.9
"União do Sul",5108303,5.9,5
"Vale de São Domingos",5108352,0,4.8
"Várzea Grande",5108402,5.2,5
"Vera",5108501,5.8,5.2
"Vila Rica",5108600,5.1,4.5
"Nova Guarita",5108808,5.8,5.2
"Nova Marilândia",5108857,5.8,5.5
"Nova Maringá",5108907,6,4.2
"Nova Monte Verde",5108956,5.9,4.7
"Abadia de Goiás",5200050,5.5,5
"Abadiânia",5200100,5.1,5.7
"Acreúna",5200134,6,5.2
"Adelândia",5200159,5.4,5.4
"Água Fria de Goiás",5200175,5.1,5.1
"Água Limpa",5200209,6.2,4.8
"Águas Lindas de Goiás",5200258,4.7,4.3
"Alexânia",5200308,5,5.3
"Aloândia",5200506,0,5.7
"Alto Horizonte",5200555,6.1,4.9
"Alto Paraíso de Goiás",5200605,4.7,4.6
"Alvorada do Norte",5200803,5.2,4.6
"Amaralina",5200829,5.1,5.2
"Americano do Brasil",5200852,6.1,4.8
"Amorinópolis",5200902,6.1,5.7
"Anápolis",5201108,5.7,5.5
"Anhanguera",5201207,0,5.3
"Anicuns",5201306,6.7,6.1
"Aparecida de Goiânia",5201405,5.3,5.3
"Aparecida do Rio Doce",5201454,5.6,4.2
"Aporé",5201504,5.6,5.7
"Araçu",5201603,5.9,5.3
"Aragarças",5201702,5.6,4.9
"Aragoiânia",5201801,5.3,4.5
"Araguapaz",5202155,5.2,4.8
"Arenópolis",5202353,5.4,5.3
"Aruanã",5202502,6.7,5.2
"Aurilândia",5202601,6.5,5.2
"Avelinópolis",5202809,5.3,5.3
"Baliza",5203104,0,4.8
"Barro Alto",5203203,5.9,5.2
"Bela Vista de Goiás",5203302,5.6,5
"Bom Jardim de Goiás",5203401,5.7,5.2
"Bom Jesus de Goiás",5203500,5.9,5.3
"Bonfinópolis",5203559,5.6,4.5
"Bonópolis",5203575,5.1,4.7
"Brazabrantes",5203609,5.3,5.5
"Britânia",5203807,5.9,4.9
"Buriti Alegre",5203906,6.1,5.7
"Buriti de Goiás",5203939,6.3,6
"Buritinópolis",5203962,5.4,5
"Cabeceiras",5204003,4.8,5.2
"Cachoeira Alta",5204102,5.8,5.3
"Cachoeira de Goiás",5204201,0,5.7
"Cachoeira Dourada",5204250,5.7,5.2
"Caçu",5204300,5.6,4.8
"Caiapônia",5204409,5.8,5.6
"Caldas Novas",5204508,5.7,5.5
"Caldazinha",5204557,4.9,5.2
"Campestre de Goiás",5204607,5.6,4.6
"Campinaçu",5204656,5.1,5.7
"Campinorte",5204706,5.4,5.8
"Campo Alegre de Goiás",5204805,6.3,5.7
"Campo Limpo de Goiás",5204854,4.7,5.3
"Campos Belos",5204904,5.3,5
"Campos Verdes",5204953,5.5,5.1
"Carmo do Rio Verde",5205000,5.5,5.7
"Castelândia",5205059,5.3,5.1
"Catalão",5205109,6.7,5.8
"Caturaí",5205208,5.3,5.8
"Cavalcante",5205307,4.3,4.7
"Ceres",5205406,6.5,5.9
"Cezarina",5205455,5.4,5.9
"Chapadão do Céu",5205471,6.6,5.5
"Cidade Ocidental",5205497,5,5.2
"Cocalzinho de Goiás",5205513,5.3,5.1
"Colinas do Sul",5205521,4.9,5
"Córrego do Ouro",5205703,6.1,5.3
"Corumbá de Goiás",5205802,5.8,5.7
"Corumbaíba",5205901,7.2,5.4
"Cristalina",5206206,4.7,4.8
"Cristianópolis",5206305,5.2,4.6
"Crixás",5206404,5.6,5.3
"Cromínia",5206503,6.8,6
"Cumari",5206602,7.1,6.2
"Damianópolis",5206701,5,5
"Damolândia",5206800,5.8,6.2
"Davinópolis",5206909,0,5.2
"Diorama",5207105,6.8,5.7
"Doverlândia",5207253,5.8,5.7
"Edealina",5207352,5.8,5.9
"Edéia",5207402,6.1,5.8
"Estrela do Norte",5207501,5.3,5.2
"Faina",5207535,5,5.3
"Fazenda Nova",5207600,7.4,5.6
"Firminópolis",5207808,6.3,5.4
"Flores de Goiás",5207907,4.5,4.5
"Formosa",5208004,5.2,5.2
"Formoso",5208103,6,5.7
"Gameleira de Goiás",5208152,5.2,5.3
"Divinópolis de Goiás",5208301,5.2,4.2
"Goianápolis",5208400,5.7,5.2
"Goiandira",5208509,5.9,6
"Goianésia",5208608,6.9,5.6
"Goiânia",5208707,5.7,5.3
"Goianira",5208806,5.2,5.4
"Goiás",5208905,6,5.7
"Goiatuba",5209101,6,5.4
"Gouvelândia",5209150,5.9,5.1
"Guapó",5209200,5.7,4.8
"Guaraíta",5209291,5.4,5.2
"Guarani de Goiás",5209408,4.6,4.8
"Guarinos",5209457,5.5,5.3
"Heitoraí",5209606,5.9,5.3
"Hidrolândia",5209705,4.8,5.3
"Hidrolina",5209804,5.7,5.2
"Iaciara",5209903,4.9,3.8
"Inaciolândia",5209937,5.8,5.6
"Indiara",5209952,5.2,5.4
"Inhumas",5210000,6.3,5.5
"Ipameri",5210109,6.4,6.1
"Ipiranga de Goiás",5210158,6.4,5.9
"Iporá",5210208,6.8,5.7
"Israelândia",5210307,0,5.5
"Itaberaí",5210406,6.5,5.6
"Itaguari",5210562,7,5.3
"Itaguaru",5210604,6.5,5.9
"Itajá",5210802,6.3,5.1
"Itapaci",5210901,5,5.7
"Itapirapuã",5211008,5,4.8
"Itapuranga",5211206,5.7,5.5
"Itarumã",5211305,6.5,5.6
"Itauçu",5211404,6.5,5.6
"Itumbiara",5211503,6.4,5.5
"Ivolândia",5211602,6.4,5.1
"Jandaia",5211701,6.2,5.9
"Jaraguá",5211800,6.3,5.8
"Jataí",5211909,5.8,5.4
"Jaupaci",5212006,6.1,6.3
"Jesúpolis",5212055,6.8,4.8
"Joviânia",5212105,6.2,5.1
"Jussara",5212204,6.1,4.8
"Lagoa Santa",5212253,0,4.6
"Leopoldo de Bulhões",5212303,5.2,4.7
"Luziânia",5212501,5.5,5
"Mairipotaba",5212600,5.8,4.6
"Mambaí",5212709,4.6,4.2
"Mara Rosa",5212808,6,5.2
"Marzagão",5212907,5.8,6
"Matrinchã",5212956,4.9,5.1
"Maurilândia",5213004,5.5,4.9
"Mimoso de Goiás",5213053,4.7,4.6
"Minaçu",5213087,6,5.3
"Mineiros",5213103,6.2,5.8
"Moiporá",5213400,0,5.1
"Monte Alegre de Goiás",5213509,4.4,4.8
"Montes Claros de Goiás",5213707,6.1,5.6
"Montividiu",5213756,5.8,4.7
"Montividiu do Norte",5213772,5,4.8
"Morrinhos",5213806,5.5,5.4
"Morro Agudo de Goiás",5213855,5.8,5.3
"Mossâmedes",5213905,0,5.7
"Mozarlândia",5214002,5.2,5.4
"Mundo Novo",5214051,5.4,4.5
"Mutunópolis",5214101,5.3,5.1
"Nazário",5214408,5.7,5.8
"Nerópolis",5214507,5.5,5.5
"Niquelândia",5214606,5.5,5
"Nova América",5214705,5.9,5.6
"Nova Aurora",5214804,5.9,5.6
"Nova Crixás",5214838,4.7,4.6
"Nova Glória",5214861,6.9,5.8
"Nova Iguaçu de Goiás",5214879,6.6,5.4
"Nova Roma",5214903,4.6,4.3
"Nova Veneza",5215009,5.3,5.8
"Novo Brasil",5215207,5.6,6
"Novo Gama",5215231,4.6,5.2
"Novo Planalto",5215256,4.7,4.9
"Orizona",5215306,6.1,5.9
"Ouro Verde de Goiás",5215405,5.5,5.9
"Ouvidor",5215504,6.5,5.8
"Padre Bernardo",5215603,4.5,4.8
"Palestina de Goiás",5215652,5.5,6.5
"Palmeiras de Goiás",5215702,5.5,5.5
"Palmelo",5215801,0,5.6
"Palminópolis",5215900,6.2,5.5
"Panamá",5216007,5.9,5.9
"Paranaiguara",5216304,6.2,5.4
"Paraúna",5216403,6.1,5.2
"Perolândia",5216452,5.8,5.4
"Petrolina de Goiás",5216809,6.3,5.5
"Pilar de Goiás",5216908,4.8,5.5
"Piracanjuba",5217104,6.3,5.4
"Piranhas",5217203,5.6,5.6
"Pirenópolis",5217302,5.3,5.6
"Pires do Rio",5217401,5.8,5.5
"Planaltina",5217609,5,4.8
"Pontalina",5217708,5.9,5.4
"Porangatu",5218003,5.1,5.2
"Porteirão",5218052,5.7,5.5
"Portelândia",5218102,5.4,4.9
"Posse",5218300,5.9,5
"Professor Jamil",5218391,5.7,5.6
"Quirinópolis",5218508,6.4,5.5
"Rialma",5218607,6.4,6.4
"Rianápolis",5218706,6.2,5.4
"Rio Quente",5218789,5.6,5.1
"Rio Verde",5218805,6.9,5.9
"Rubiataba",5218904,6.7,5.8
"Sanclerlândia",5219001,6,5.7
"Santa Bárbara de Goiás",5219100,6.7,5.5
"Santa Cruz de Goiás",5219209,5.6,4.4
"Santa Fé de Goiás",5219258,5.6,5.2
"Santa Helena de Goiás",5219308,5.9,5.3
"Santa Isabel",5219357,0,5.3
"Santa Rita do Araguaia",5219407,5.2,5.5
"Santa Rita do Novo Destino",5219456,0,5.2
"Santa Rosa de Goiás",5219506,5.8,5.9
"Santa Tereza de Goiás",5219605,5.1,5.3
"Santa Terezinha de Goiás",5219704,5.5,5.3
"Santo Antônio da Barra",5219712,5.6,4.9
"Santo Antônio de Goiás",5219738,5.4,4.9
"Santo Antônio do Descoberto",5219753,4.4,4.6
"São Domingos",5219803,5,4.7
"São Francisco de Goiás",5219902,7.1,5.2
"São João d'Aliança",5220009,4.7,5.2
"São João da Paraúna",5220058,5.9,5.5
"São Luís de Montes Belos",5220108,6.2,5.7
"São Luíz do Norte",5220157,5.7,5.2
"São Miguel do Araguaia",5220207,6.2,5.3
"São Miguel do Passa Quatro",5220264,5.5,5.4
"São Patrício",5220280,5.8,5.7
"São Simão",5220405,5.6,5.8
"Senador Canedo",5220454,5.3,4.8
"Serranópolis",5220504,5.7,5.4
"Silvânia",5220603,5.8,5.5
"Simolândia",5220686,4.7,4.3
"Sítio d'Abadia",5220702,0,4.9
"Taquaral de Goiás",5221007,5.5,5.4
